               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.039934,            0.022412,           0.0029954,             0.79082,             0.64835,             0.72107,             0.41927,            0.040104,             0.01317,            0.011103,           0.0056413,           0.0056413,           0.0056413
                 149,            0.039634,            0.022663,           0.0033727,             0.87121,             0.57544,             0.72178,             0.39891,            0.041063,            0.013567,            0.012792,           0.0055942,           0.0055942,           0.0055942
                 150,             0.03971,            0.023151,           0.0034322,             0.78874,             0.57458,             0.68428,             0.41297,            0.036151,            0.012813,            0.013106,           0.0055471,           0.0055471,           0.0055471
                 151,            0.040578,            0.023662,           0.0029823,              0.8543,              0.5979,             0.72356,             0.43294,            0.039129,            0.013016,           0.0086961,              0.0055,              0.0055,              0.0055
                 152,            0.039122,            0.022077,           0.0022727,             0.90605,             0.54163,             0.70603,             0.42657,            0.037312,            0.012929,           0.0064666,           0.0054529,           0.0054529,           0.0054529
                 153,            0.038896,            0.022418,            0.002725,             0.77912,              0.6006,             0.71196,             0.42529,              0.0384,            0.012903,           0.0077064,           0.0054058,           0.0054058,           0.0054058
                 154,            0.040242,            0.022083,           0.0024101,             0.86308,             0.57601,             0.73495,             0.43961,            0.038247,            0.013055,            0.010019,           0.0053587,           0.0053587,           0.0053587
                 155,            0.039914,            0.022935,           0.0035605,             0.69729,             0.70867,              0.7405,             0.42208,            0.036834,            0.012591,            0.013477,           0.0053116,           0.0053116,           0.0053116
                 156,            0.039922,             0.02231,           0.0035696,             0.94644,             0.54945,             0.75334,             0.43056,            0.037348,            0.013025,           0.0089898,           0.0052645,           0.0052645,           0.0052645
                 157,            0.039616,            0.021936,           0.0026709,             0.71714,             0.70605,             0.74201,             0.42458,            0.037407,            0.012969,           0.0093496,           0.0052174,           0.0052174,           0.0052174
                 158,            0.039326,            0.022113,           0.0031767,             0.86822,             0.61174,             0.74488,             0.44155,            0.036768,            0.012741,            0.010264,           0.0051704,           0.0051704,           0.0051704
                 159,            0.039161,            0.021601,           0.0042536,             0.78916,             0.57601,             0.69928,             0.41028,             0.03768,            0.013252,            0.014324,           0.0051234,           0.0051234,           0.0051234
                 160,            0.038548,             0.02138,           0.0034856,             0.79588,             0.59982,             0.69338,              0.4163,            0.037659,            0.012813,            0.011355,           0.0050765,           0.0050765,           0.0050765
                 161,                0.04,             0.02238,           0.0028574,             0.69109,             0.59957,             0.69575,             0.41365,            0.037827,            0.013056,            0.011265,           0.0050296,           0.0050296,           0.0050296
                 162,            0.040195,            0.022593,           0.0032961,             0.84718,             0.54898,             0.69888,             0.41975,            0.038443,            0.012904,            0.013883,           0.0049828,           0.0049828,           0.0049828
                 163,            0.039358,            0.023721,           0.0028836,             0.65734,             0.70759,             0.71977,             0.42574,            0.036335,            0.013028,            0.013479,            0.004936,            0.004936,            0.004936
                 164,            0.039518,            0.022827,           0.0030823,             0.80407,             0.58186,             0.71732,             0.43788,             0.03881,            0.012509,            0.011993,           0.0048893,           0.0048893,           0.0048893
                 165,            0.038316,            0.023008,           0.0028261,             0.75104,             0.64825,             0.72549,              0.4244,            0.037674,            0.012915,           0.0090156,           0.0048426,           0.0048426,           0.0048426
                 166,            0.038912,             0.02335,           0.0024238,             0.85166,             0.62758,               0.755,              0.4097,            0.038582,            0.012631,           0.0090925,            0.004796,            0.004796,            0.004796
                 167,            0.037515,            0.022108,           0.0028482,              0.7603,             0.65906,             0.76272,             0.43539,            0.036594,            0.012661,            0.012038,           0.0047495,           0.0047495,           0.0047495
                 168,            0.038061,             0.02182,           0.0035102,              0.9183,             0.60485,             0.74614,             0.44347,            0.036913,            0.012723,            0.012419,           0.0047031,           0.0047031,           0.0047031
                 169,             0.03797,            0.021487,           0.0032084,             0.79505,             0.66804,             0.75966,             0.42782,            0.037712,            0.013586,           0.0095843,           0.0046568,           0.0046568,           0.0046568
                 170,            0.039199,            0.021767,           0.0025652,             0.85316,             0.59618,             0.75335,             0.43382,            0.036294,            0.012784,            0.013484,           0.0046105,           0.0046105,           0.0046105
                 171,            0.038098,            0.021915,           0.0028446,             0.74288,             0.64057,             0.73148,             0.42575,            0.036161,            0.012421,            0.011221,           0.0045644,           0.0045644,           0.0045644
                 172,             0.03982,            0.022571,           0.0031494,             0.91592,             0.53097,             0.72239,             0.42943,            0.037831,            0.013013,           0.0055518,           0.0045184,           0.0045184,           0.0045184
                 173,            0.038626,            0.023297,           0.0030768,             0.73715,             0.63809,             0.74198,             0.44946,            0.037098,            0.013177,            0.010276,           0.0044724,           0.0044724,           0.0044724
                 174,            0.037697,            0.021585,           0.0027585,             0.87077,             0.64667,             0.76042,              0.4788,            0.035705,            0.012892,            0.006921,           0.0044266,           0.0044266,           0.0044266
                 175,            0.038349,            0.021664,            0.002133,             0.81195,             0.70788,             0.78597,             0.49999,            0.036015,            0.012959,            0.010477,           0.0043809,           0.0043809,           0.0043809
                 176,            0.038102,            0.022689,           0.0035447,             0.80221,             0.66621,             0.77585,             0.48271,            0.035878,            0.012541,             0.01113,           0.0043353,           0.0043353,           0.0043353
                 177,            0.038412,            0.021597,           0.0026357,             0.87895,             0.57593,             0.74503,             0.48241,            0.034767,             0.01248,           0.0098086,           0.0042899,           0.0042899,           0.0042899
                 178,            0.037788,            0.022737,           0.0027246,             0.83787,             0.62958,             0.73651,             0.46598,            0.035527,            0.012635,           0.0099164,           0.0042445,           0.0042445,           0.0042445
                 179,              0.0381,            0.022416,           0.0027778,             0.91998,             0.58104,             0.73988,             0.47045,            0.034614,             0.01267,            0.010032,           0.0041994,           0.0041994,           0.0041994
                 180,            0.037773,            0.022259,           0.0031358,             0.84758,             0.60438,              0.7488,             0.45113,            0.035362,            0.012667,            0.012907,           0.0041543,           0.0041543,           0.0041543
                 181,            0.037532,            0.022489,           0.0024813,             0.85591,             0.60647,             0.73571,             0.44848,            0.034798,            0.012355,            0.010961,           0.0041094,           0.0041094,           0.0041094
                 182,            0.037202,            0.021109,           0.0027974,             0.86242,              0.6006,             0.76613,             0.44767,             0.03616,             0.01247,            0.010273,           0.0040647,           0.0040647,           0.0040647
                 183,            0.037423,            0.021697,           0.0028476,             0.92038,              0.5574,             0.74091,               0.454,            0.035813,             0.01263,           0.0097782,           0.0040201,           0.0040201,           0.0040201
                 184,            0.037046,               0.022,           0.0026526,             0.86817,             0.58013,             0.73983,             0.47361,            0.034524,            0.012688,           0.0091794,           0.0039757,           0.0039757,           0.0039757
                 185,            0.036966,            0.021798,           0.0027824,             0.88893,             0.57308,             0.73723,             0.47428,            0.034577,            0.012382,            0.010484,           0.0039314,           0.0039314,           0.0039314
                 186,            0.037718,            0.021065,           0.0024927,             0.80973,             0.61767,              0.7215,             0.48569,            0.035541,            0.012873,           0.0081725,           0.0038873,           0.0038873,           0.0038873
                 187,             0.03745,            0.021736,           0.0019984,              0.8118,             0.66611,             0.75863,             0.49782,            0.034461,            0.012313,            0.009458,           0.0038434,           0.0038434,           0.0038434
                 188,            0.037421,            0.021442,           0.0026452,             0.73123,             0.67407,             0.72752,             0.46104,             0.03587,            0.012737,            0.011973,           0.0037997,           0.0037997,           0.0037997
                 189,            0.036422,            0.022657,           0.0027402,              0.8785,              0.6222,             0.73613,             0.46643,            0.036058,            0.012341,           0.0066567,           0.0037562,           0.0037562,           0.0037562
                 190,            0.037081,            0.020681,           0.0027475,             0.81886,             0.62363,             0.73906,             0.44344,            0.035115,            0.012406,            0.010556,           0.0037128,           0.0037128,           0.0037128
                 191,            0.037503,            0.021742,           0.0024589,             0.69368,             0.66117,             0.71242,             0.44233,            0.035775,             0.01214,            0.012611,           0.0036697,           0.0036697,           0.0036697
                 192,            0.037392,            0.021852,            0.002261,             0.87691,             0.52593,             0.69916,             0.43382,             0.03699,            0.012883,            0.014274,           0.0036267,           0.0036267,           0.0036267
                 193,            0.036962,            0.022588,           0.0028103,             0.75296,             0.71756,             0.76309,             0.47301,            0.035051,            0.012351,            0.012268,            0.003584,            0.003584,            0.003584
                 194,            0.036571,            0.021944,           0.0022007,             0.78708,             0.66438,             0.77179,             0.47136,            0.035355,            0.012362,           0.0099743,           0.0035415,           0.0035415,           0.0035415
                 195,            0.036981,            0.022023,            0.002586,             0.74968,             0.66026,              0.7188,             0.44225,            0.037013,            0.012529,            0.012292,           0.0034991,           0.0034991,           0.0034991
                 196,            0.036032,            0.021565,           0.0022292,             0.83117,             0.69056,             0.77409,             0.47657,            0.034849,            0.012377,             0.01421,            0.003457,            0.003457,            0.003457
                 197,            0.036322,            0.021987,           0.0024524,              0.8833,             0.67702,             0.78845,             0.50188,            0.034648,            0.012632,            0.011188,           0.0034152,           0.0034152,           0.0034152
                 198,            0.036564,            0.021745,            0.002233,             0.88819,             0.63851,             0.75818,             0.44679,            0.038356,            0.012725,            0.010729,           0.0033735,           0.0033735,           0.0033735
                 199,            0.037271,            0.021005,           0.0026404,             0.72626,             0.70659,             0.77256,             0.49016,            0.035272,            0.012436,           0.0091957,           0.0033321,           0.0033321,           0.0033321
                 200,            0.036972,            0.020956,           0.0021606,             0.83575,             0.59765,             0.74646,             0.47637,            0.034269,             0.01257,           0.0074101,           0.0032909,           0.0032909,           0.0032909
                 201,            0.035815,            0.020823,           0.0022101,             0.83592,             0.63467,             0.76307,              0.4655,            0.034318,            0.012643,           0.0071333,             0.00325,             0.00325,             0.00325
                 202,            0.034924,            0.020194,           0.0025388,              0.9031,             0.61382,              0.7478,             0.46442,            0.035054,            0.012406,           0.0070216,           0.0032093,           0.0032093,           0.0032093
                 203,             0.03689,            0.021433,           0.0025084,             0.81045,             0.65407,             0.73851,             0.45825,            0.035959,            0.012536,            0.010777,           0.0031689,           0.0031689,           0.0031689
                 204,            0.034959,            0.021765,           0.0022725,             0.83282,             0.66549,             0.78328,             0.49201,            0.034017,            0.012221,           0.0078943,           0.0031287,           0.0031287,           0.0031287
                 205,            0.037012,            0.021688,           0.0022554,             0.89647,             0.64737,             0.77609,             0.48858,            0.035008,            0.012463,            0.011585,           0.0030888,           0.0030888,           0.0030888
                 206,            0.036627,            0.021599,           0.0020368,             0.78395,             0.72571,             0.78967,             0.49658,            0.033322,            0.012367,            0.013465,           0.0030491,           0.0030491,           0.0030491
                 207,            0.037345,            0.021275,           0.0023047,             0.79998,             0.64113,             0.75201,             0.48214,            0.034228,            0.012364,            0.013109,           0.0030097,           0.0030097,           0.0030097
                 208,            0.036492,            0.021131,           0.0024385,             0.78703,             0.69153,              0.7629,               0.482,            0.034763,            0.012557,             0.01332,           0.0029706,           0.0029706,           0.0029706
                 209,            0.036193,            0.021042,           0.0021848,             0.78024,             0.71811,             0.78985,             0.50097,            0.032924,            0.012255,            0.012581,           0.0029318,           0.0029318,           0.0029318
                 210,            0.036215,            0.022465,           0.0023827,             0.78543,             0.68407,             0.75945,             0.47381,            0.034416,            0.012336,            0.010343,           0.0028932,           0.0028932,           0.0028932
                 211,            0.035432,             0.02087,           0.0020572,             0.78084,             0.70642,             0.76134,             0.46774,             0.03547,            0.012519,            0.011137,            0.002855,            0.002855,            0.002855
                 212,             0.03555,            0.021002,           0.0025496,             0.82887,             0.64499,             0.77745,             0.46399,            0.034699,            0.012327,            0.010637,            0.002817,            0.002817,            0.002817
                 213,            0.035739,            0.022147,           0.0024189,             0.74306,             0.66082,             0.75118,             0.46962,            0.034871,            0.012273,           0.0088701,           0.0027793,           0.0027793,           0.0027793
                 214,            0.036497,            0.022003,           0.0028207,             0.87748,             0.65802,             0.76485,               0.466,            0.035251,            0.012188,            0.010476,           0.0027419,           0.0027419,           0.0027419
                 215,            0.035868,            0.021047,           0.0020918,              0.8421,             0.68422,             0.78173,               0.491,            0.035882,            0.012492,            0.011163,           0.0027048,           0.0027048,           0.0027048
                 216,            0.036016,            0.019861,           0.0020406,             0.92474,              0.6115,             0.76936,             0.47281,            0.036339,            0.012866,            0.010967,           0.0026681,           0.0026681,           0.0026681
                 217,            0.035965,            0.021223,            0.002189,             0.83337,             0.67178,             0.76229,             0.46068,            0.035606,             0.01253,             0.01278,           0.0026316,           0.0026316,           0.0026316
                 218,            0.035438,            0.020142,           0.0025621,             0.80381,             0.69597,              0.7797,             0.50018,            0.034342,            0.012223,             0.01242,           0.0025954,           0.0025954,           0.0025954
                 219,            0.035931,            0.022066,           0.0024378,              0.7038,             0.71534,             0.74739,             0.46196,            0.034116,            0.012199,            0.014353,           0.0025596,           0.0025596,           0.0025596
                 220,            0.035326,            0.020053,           0.0025029,             0.77902,              0.6967,              0.7589,             0.46624,            0.035517,            0.012228,            0.011966,           0.0025241,           0.0025241,           0.0025241
                 221,            0.035831,            0.020109,           0.0023642,              0.7122,             0.74175,             0.76614,             0.47816,             0.03464,             0.01242,            0.012339,           0.0024889,           0.0024889,           0.0024889
                 222,            0.035645,            0.021133,            0.002069,             0.85475,             0.61767,             0.75708,             0.46958,             0.03551,             0.01248,            0.011094,           0.0024541,           0.0024541,           0.0024541
                 223,            0.036511,            0.021709,           0.0022628,             0.83885,             0.62677,             0.76257,             0.48133,            0.035183,            0.012088,            0.011329,           0.0024195,           0.0024195,           0.0024195
                 224,            0.035199,            0.021428,           0.0020313,             0.78533,             0.70734,             0.76714,              0.4607,            0.035682,            0.012118,            0.012018,           0.0023854,           0.0023854,           0.0023854
                 225,            0.036201,            0.021289,            0.002086,             0.92483,             0.57509,             0.76462,             0.48525,            0.035309,            0.012149,           0.0090308,           0.0023515,           0.0023515,           0.0023515
                 226,            0.035185,            0.021321,           0.0022965,             0.79822,             0.71091,             0.78267,             0.47809,            0.034832,             0.01255,            0.010863,            0.002318,            0.002318,            0.002318
                 227,            0.034286,            0.021241,            0.002613,             0.81083,             0.68181,             0.78723,             0.49034,            0.035918,            0.012333,           0.0098967,           0.0022849,           0.0022849,           0.0022849
                 228,            0.034954,              0.0212,           0.0020108,             0.79504,               0.673,             0.77431,             0.48901,            0.035204,            0.011861,           0.0080538,           0.0022521,           0.0022521,           0.0022521
                 229,            0.035403,            0.022026,           0.0022238,             0.79468,             0.60815,             0.72745,              0.4453,            0.035676,            0.012121,           0.0099498,           0.0022196,           0.0022196,           0.0022196
                 230,            0.035611,            0.021249,           0.0023621,             0.70483,             0.71971,             0.74793,             0.46654,            0.036126,             0.01241,           0.0092735,           0.0021876,           0.0021876,           0.0021876
                 231,            0.036044,            0.021494,           0.0018695,             0.67262,             0.77518,             0.75079,             0.48191,            0.034457,            0.012134,            0.010398,           0.0021558,           0.0021558,           0.0021558
                 232,            0.035386,            0.020456,           0.0019679,             0.73193,             0.76418,             0.78722,             0.48222,            0.034964,            0.011957,            0.010781,           0.0021245,           0.0021245,           0.0021245
                 233,            0.035956,            0.020896,           0.0024917,             0.79332,              0.7028,             0.79154,             0.49669,            0.033589,            0.012068,            0.011266,           0.0020935,           0.0020935,           0.0020935
                 234,            0.034609,            0.020357,            0.002167,             0.83323,             0.67295,             0.77497,             0.46421,            0.034376,            0.012448,            0.012545,           0.0020629,           0.0020629,           0.0020629
                 235,            0.034356,            0.020999,           0.0021297,             0.84341,             0.64104,             0.76875,             0.46451,            0.034079,            0.012275,            0.010276,           0.0020327,           0.0020327,           0.0020327
                 236,            0.035482,            0.020806,           0.0023598,              0.7863,             0.69128,              0.7881,             0.46997,            0.033413,            0.012224,            0.010222,           0.0020028,           0.0020028,           0.0020028
                 237,            0.034763,            0.019217,           0.0023489,             0.88811,             0.63171,             0.77729,             0.46073,            0.033808,            0.012226,           0.0074088,           0.0019734,           0.0019734,           0.0019734
                 238,            0.035911,            0.022026,           0.0021385,             0.82488,             0.65453,             0.76625,             0.47742,             0.03393,            0.012084,           0.0068373,           0.0019443,           0.0019443,           0.0019443
                 239,            0.036277,            0.019844,           0.0022673,             0.92652,             0.62107,             0.78873,              0.4672,            0.035872,             0.01203,           0.0072157,           0.0019156,           0.0019156,           0.0019156
                 240,            0.034485,            0.020663,           0.0024071,             0.86588,             0.63508,             0.79055,             0.47441,            0.035647,            0.012105,           0.0095223,           0.0018873,           0.0018873,           0.0018873
                 241,            0.034346,            0.020732,           0.0021662,             0.83931,             0.64221,             0.76501,             0.46396,            0.034987,            0.012216,            0.010727,           0.0018594,           0.0018594,           0.0018594
                 242,            0.034484,            0.021528,            0.002143,             0.82524,             0.59702,             0.74012,             0.48316,            0.033471,             0.01199,           0.0083263,           0.0018319,           0.0018319,           0.0018319
                 243,            0.034275,             0.02028,           0.0025518,             0.93873,              0.6178,             0.76386,             0.48782,            0.035176,            0.012101,           0.0096249,           0.0018048,           0.0018048,           0.0018048
                 244,            0.035141,            0.020738,           0.0023241,             0.68895,             0.77141,             0.77019,             0.49214,             0.03486,            0.011883,           0.0061651,           0.0017781,           0.0017781,           0.0017781
                 245,            0.034808,            0.020619,           0.0022922,             0.72508,             0.73497,             0.77212,             0.50548,            0.033866,            0.011846,           0.0078062,           0.0017519,           0.0017519,           0.0017519
                 246,            0.034347,            0.019969,           0.0021711,             0.88517,             0.59996,             0.75781,             0.50292,            0.034505,            0.012002,           0.0086303,            0.001726,            0.001726,            0.001726
                 247,             0.03488,            0.020779,           0.0022937,             0.90802,             0.60254,             0.76589,             0.50526,            0.033872,            0.011986,           0.0072214,           0.0017005,           0.0017005,           0.0017005
                 248,            0.035368,            0.020468,           0.0027217,             0.71562,             0.73672,             0.76692,             0.47719,            0.035516,            0.011943,              0.0111,           0.0016755,           0.0016755,           0.0016755
                 249,            0.035239,            0.021517,           0.0019077,              0.7741,             0.62981,             0.76084,              0.4916,            0.034528,            0.011913,           0.0094164,           0.0016509,           0.0016509,           0.0016509
                 250,            0.035796,            0.021004,            0.002117,               0.856,             0.60485,             0.77282,             0.48268,            0.034051,            0.011728,           0.0093282,           0.0016267,           0.0016267,           0.0016267
                 251,            0.035001,            0.021029,           0.0019387,             0.71454,             0.70637,              0.7669,             0.47916,            0.033758,            0.012269,            0.012385,           0.0016029,           0.0016029,           0.0016029
                 252,            0.034981,            0.019575,            0.002597,             0.77493,             0.73622,             0.79001,              0.4915,            0.033541,            0.011909,           0.0098788,           0.0015795,           0.0015795,           0.0015795
                 253,            0.033733,            0.020388,           0.0015704,             0.93144,              0.6533,             0.79023,             0.48851,            0.034298,             0.01213,           0.0075875,           0.0015566,           0.0015566,           0.0015566
                 254,            0.035395,            0.020661,           0.0017937,             0.92965,              0.6478,             0.80294,             0.50958,            0.033809,            0.012172,           0.0067288,           0.0015341,           0.0015341,           0.0015341
                 255,            0.034066,            0.020189,           0.0014204,              0.9766,             0.60333,             0.79717,             0.50064,            0.033762,            0.012222,           0.0086678,           0.0015121,           0.0015121,           0.0015121
                 256,            0.035291,            0.019846,           0.0021886,             0.96064,             0.61178,             0.78308,             0.50393,            0.034339,            0.012131,           0.0072984,           0.0014905,           0.0014905,           0.0014905
                 257,            0.034197,            0.020892,           0.0014807,             0.91683,             0.62629,             0.76881,             0.51091,            0.034385,            0.011754,           0.0074809,           0.0014693,           0.0014693,           0.0014693
                 258,            0.034143,            0.020058,            0.002773,             0.91711,             0.61077,             0.76817,              0.4955,            0.034179,            0.011911,            0.008177,           0.0014486,           0.0014486,           0.0014486
                 259,            0.034751,            0.020571,           0.0022204,             0.89234,             0.61339,             0.76758,             0.50319,            0.033641,            0.011967,           0.0092364,           0.0014283,           0.0014283,           0.0014283
                 260,            0.033682,            0.020751,           0.0017099,             0.86415,             0.64692,             0.76453,              0.4917,            0.034674,            0.012241,           0.0096924,           0.0014084,           0.0014084,           0.0014084
                 261,            0.033438,            0.020682,           0.0019728,             0.78777,             0.64914,             0.75694,             0.50011,            0.034591,            0.012164,             0.01057,            0.001389,            0.001389,            0.001389
                 262,            0.034385,            0.020696,           0.0024746,             0.91763,             0.60236,             0.77634,             0.50007,            0.033993,            0.012178,           0.0096647,           0.0013701,           0.0013701,           0.0013701
                 263,            0.034888,            0.019992,           0.0022454,              0.8451,             0.63994,             0.78008,             0.49966,            0.034256,            0.012299,           0.0095666,           0.0013516,           0.0013516,           0.0013516
                 264,            0.034103,            0.019657,           0.0021121,             0.71313,             0.71484,             0.75683,             0.47785,            0.034815,            0.012164,           0.0084001,           0.0013336,           0.0013336,           0.0013336
                 265,            0.034573,             0.02004,           0.0019346,             0.90354,             0.60477,             0.76462,             0.49483,            0.034281,            0.012071,           0.0060944,            0.001316,            0.001316,            0.001316
                 266,            0.033953,            0.020256,           0.0016155,             0.86185,             0.62301,             0.76466,             0.48727,            0.034439,            0.012213,           0.0062658,           0.0012989,           0.0012989,           0.0012989
                 267,            0.033056,            0.020619,           0.0022187,             0.85428,             0.65317,             0.78069,             0.50352,            0.034239,            0.012365,           0.0080119,           0.0012822,           0.0012822,           0.0012822
                 268,            0.034837,            0.020171,           0.0023046,              0.8994,             0.62866,             0.78558,             0.50121,            0.035387,            0.012108,           0.0076835,            0.001266,            0.001266,            0.001266
                 269,            0.033855,            0.019842,           0.0022188,              0.8298,             0.67216,             0.78915,             0.50528,             0.03439,            0.011932,           0.0084514,           0.0012503,           0.0012503,           0.0012503
                 270,             0.03271,            0.019817,           0.0017413,             0.74565,             0.70879,             0.76847,             0.51126,            0.034198,            0.012106,           0.0076953,            0.001235,            0.001235,            0.001235
                 271,            0.035707,            0.020773,           0.0019064,             0.92707,             0.61985,             0.80038,              0.5193,            0.034316,            0.011932,           0.0061465,           0.0012202,           0.0012202,           0.0012202
                 272,            0.033981,            0.021446,           0.0015916,             0.87937,             0.63517,             0.79056,             0.50269,            0.034343,            0.011974,           0.0070895,           0.0012059,           0.0012059,           0.0012059
                 273,            0.034394,            0.020587,           0.0019761,             0.83935,             0.69166,             0.79305,             0.51095,            0.034469,            0.011863,           0.0066786,           0.0011921,           0.0011921,           0.0011921
                 274,            0.033358,            0.019522,           0.0023958,             0.88727,              0.6424,             0.76559,              0.5015,            0.034546,            0.012127,           0.0063205,           0.0011787,           0.0011787,           0.0011787
                 275,            0.032912,            0.020238,           0.0017006,              0.8875,             0.63191,             0.77371,             0.50518,            0.034205,            0.012219,           0.0059967,           0.0011658,           0.0011658,           0.0011658
                 276,            0.033425,            0.019156,           0.0019908,             0.92188,             0.61167,             0.77727,             0.50543,            0.034397,             0.01217,           0.0066072,           0.0011533,           0.0011533,           0.0011533
                 277,            0.034594,            0.020501,           0.0023345,              0.8218,             0.68217,             0.78643,             0.50123,            0.034339,            0.012135,           0.0054263,           0.0011414,           0.0011414,           0.0011414
                 278,            0.033776,            0.020329,           0.0020944,             0.87559,             0.67125,             0.80734,             0.50649,            0.034496,            0.012383,            0.007949,           0.0011299,           0.0011299,           0.0011299
                 279,            0.034352,             0.02033,           0.0021837,             0.77289,             0.70192,             0.80245,              0.5063,            0.034427,            0.012275,            0.010417,           0.0011189,           0.0011189,           0.0011189
                 280,            0.034525,            0.019758,           0.0021661,             0.79995,             0.71938,             0.79175,              0.5004,            0.033913,            0.011984,           0.0083062,           0.0011084,           0.0011084,           0.0011084
                 281,            0.033268,            0.019803,           0.0013068,             0.75433,             0.73206,             0.78886,             0.49445,            0.033759,             0.01197,           0.0085754,           0.0010983,           0.0010983,           0.0010983
                 282,            0.033665,            0.020473,           0.0021806,             0.75972,             0.71306,             0.77411,             0.50963,            0.034344,            0.012104,           0.0078272,           0.0010888,           0.0010888,           0.0010888
                 283,            0.034553,            0.020737,           0.0020967,             0.93555,             0.61068,             0.78047,             0.50816,            0.033702,            0.012203,           0.0089938,           0.0010797,           0.0010797,           0.0010797
                 284,            0.033765,            0.020061,           0.0018607,             0.68265,             0.79369,              0.7848,             0.50002,            0.034087,            0.011992,           0.0075031,           0.0010711,           0.0010711,           0.0010711
                 285,            0.033632,             0.01935,           0.0017291,             0.92378,             0.61197,              0.7855,             0.49716,            0.034229,            0.011921,            0.008185,            0.001063,            0.001063,            0.001063
                 286,            0.033789,            0.020408,           0.0021757,             0.85911,             0.69124,             0.80311,             0.50396,             0.03433,            0.011916,            0.006518,           0.0010554,           0.0010554,           0.0010554
                 287,            0.034701,            0.019512,           0.0017162,             0.81611,             0.68448,             0.79441,               0.496,            0.034642,            0.011953,           0.0065725,           0.0010483,           0.0010483,           0.0010483
                 288,              0.0341,            0.020607,           0.0018952,             0.90702,             0.62862,             0.78387,             0.50497,            0.034527,            0.011767,           0.0077484,           0.0010416,           0.0010416,           0.0010416
                 289,            0.033064,            0.020865,           0.0019494,             0.73044,             0.78056,             0.78425,             0.51604,            0.034315,            0.011854,           0.0069426,           0.0010355,           0.0010355,           0.0010355
                 290,            0.034248,            0.020613,           0.0020541,             0.75525,             0.75334,              0.7856,             0.50049,             0.03492,            0.012085,           0.0074332,           0.0010298,           0.0010298,           0.0010298
                 291,            0.033694,            0.018977,           0.0022662,             0.78825,             0.73855,             0.79612,             0.50923,            0.034619,            0.012042,           0.0074084,           0.0010247,           0.0010247,           0.0010247
                 292,            0.034703,             0.02014,           0.0024056,             0.70447,             0.75052,             0.78465,             0.50571,            0.035037,            0.012003,           0.0081857,             0.00102,             0.00102,             0.00102
                 293,            0.034624,            0.020727,           0.0025155,             0.92363,               0.601,             0.77914,             0.52134,            0.034086,            0.011921,           0.0072204,           0.0010158,           0.0010158,           0.0010158
                 294,             0.03436,            0.021331,           0.0016086,             0.86099,             0.64573,             0.77043,             0.50756,            0.034546,            0.011822,           0.0082477,           0.0010121,           0.0010121,           0.0010121
                 295,            0.033439,            0.019333,            0.002521,             0.75767,             0.73535,             0.79205,             0.50162,            0.034438,            0.011863,           0.0089829,           0.0010089,           0.0010089,           0.0010089
                 296,            0.033038,            0.020444,           0.0013487,             0.76411,              0.7207,             0.79494,             0.50777,            0.034486,            0.011861,           0.0087328,           0.0010062,           0.0010062,           0.0010062
                 297,            0.033368,            0.020259,           0.0017229,             0.76297,             0.75946,             0.80385,             0.49953,            0.034822,            0.011968,           0.0078623,           0.0010039,           0.0010039,           0.0010039
                 298,            0.033082,            0.019677,           0.0016309,             0.84923,             0.67966,             0.80346,             0.51075,            0.034275,             0.01228,           0.0078306,           0.0010022,           0.0010022,           0.0010022
                 299,            0.033325,            0.019019,            0.001579,             0.80697,             0.69363,             0.80301,              0.5188,            0.034704,            0.012136,             0.00782,            0.001001,            0.001001,            0.001001
